Source,Target,Title,Year,Rhetorics,
BasePaper,2012_21_1,Distributive h?indices for measuring multilevel impact,2012,Puse,neutral
BasePaper,2012_51_6,"Effects of aging, and other bad behaviors",2012,Puse,negative
BasePaper,2012_54_10,"Leonidas Akritidis, Dimitrios Katsaros &",2012,Puse,positive
BasePaper,2012_47_8,DEM Working Paper Series,2012,Puse,positive
BasePaper,2012_4_8,Reputation and earnings: the roles of quality and quantity in academe,2012,Puse,negative
BasePaper,2012_5_6,Impact of self-citation on the H index in the field of academic radiology,2012,Puse,positive
BasePaper,2012_55_1,A Fuzzy Method for the Assessment of the Scientific Production,2012,Puse,positive
BasePaper,2012_45_9,Qualitative Assessment of Research done at Two Premier Medical Institutes in India: Some Data for Introspection,2012,Puse,neutral
BasePaper,2012_16_3,The relative significance of the H-index,2012,Puse,positive
BasePaper,2012_5_5,Distribution of the h-index in radiation oncology conforms to a variation of power law: implications for assessing academic productivity,2012,Puse,positive
BasePaper,2012_10_2,Research status and trends in limnology journals: a bibliometric analysis based on SCI database,2012,Puse,positive
BasePaper,2012_28_2,h-index and m-quotient benchmarks of scholarly impact in criminology and criminal justice: A preliminary note,2012,Puse,positive
BasePaper,2012_8_1,Towards an effective and unbiased ranking of scientific literature through mutual reinforcement,2012,Puse,positive
BasePaper,2012_39_8,A Bibliometric Analysis of Articles Sponsored by NOAA's Office of Ocean Exploration and Research,2012,Puse,positive
BasePaper,2012_48_10,"Transparency, Quality and Accountability",2012,Puse,positive
BasePaper,2012_48_1,Ecology and eScience,2012,Puse,positive
BasePaper,2012_14_5,Counting highly cited papers for university research assessment: conceptual and technical issues,2012,Puse,positive
BasePaper,2012_11_8,Citation analysis of the contact lens field,2012,Puse,neutral
BasePaper,2012_50_3,Bibliographic Metadata Harvesting to Support the Management of an Institutional Repository,2012,Puse,negative
BasePaper,2012_22_8,Nanotechnology research among some leading OIC member states,2012,Puse,negative
BasePaper,2012_51_10,Collaboration and Technology,2012,Puse,positive
BasePaper,2012_19_7,"Scientific communication is down at the moment, please check again later",2012,Puse,positive
BasePaper,2012_1_2,"Data matching: concepts and techniques for record linkage, entity resolution, and duplicate detection",2012,Puse,positive
BasePaper,2012_45_2,Paradigmatic plurality or citation market? A longue durée perspective of management writing,2012,Puse,positive
BasePaper,2012_7_9,Grim tales about the impact factor and the h-index in the Web of Science and the Journal Citation Reports databases: Reflections on Vanclay's criticism,2012,Puse,positive
BasePaper,2012_22_2,Ranking political science departments: The case of Romania,2012,Puse,positive
BasePaper,2012_20_2,Thoughts and facts on bibliometric indicators,2012,Puse,positive
BasePaper,2012_51_4,The h-index in Elsevier's Scopus as an indicator of research achievement for young Malaysian scientists,2012,Puse,negative
BasePaper,2012_23_3,Development a case-based classifier for predicting highly cited papers,2012,Puse,positive
BasePaper,2012_57_3,Education Research in Ibero-America: between Measuring and Invisibility,2012,Puse,neutral
BasePaper,2012_3_9,Impact of fellowship training on research productivity in academic otolaryngology,2012,Puse,positive
BasePaper,2012_1_6,Human-computer interaction: An empirical research perspective,2012,Puse,positive
BasePaper,2012_39_10,S-index: A comprehensive scholar impact index,2012,Puse,negative
BasePaper,2012_1_10,What factors determine citation counts of publications in chemistry besides their quality?,2012,Puse,neutral
BasePaper,2012_59_5,Allergische Rhinitis: Analyse der Forschungstätigkeit (Bibliometrische Untersuchung),2012,Puse,positive
BasePaper,2012_42_1,ACCOMPLISHMENTS OF TOP SCIENCE AND ENGINEERING GRADUATE,2012,Puse,positive
BasePaper,2012_43_9,Knowledge dissemination in the web era,2012,Puse,negative
BasePaper,2012_51_1,Pitfalls of Bibliometrics,2012,Puse,positive
BasePaper,2012_24_8,Online Community User Influence: A Study Using User Status,2012,Puse,positive
BasePaper,2012_39_7,The influence of medical school and residency training program upon choice of an academic career and academic productivity among otolaryngology faculty in the  …,2012,Puse,negative
BasePaper,2012_28_10,Universality in bibliometrics,2012,Puse,positive
BasePaper,2012_49_1,7.15. The h index is the best measure of a scientist's research productivity,2012,Puse,positive
BasePaper,2012_20_10,The 100 most-cited articles in Pediatric Surgery International,2012,Puse,neutral
BasePaper,2012_18_3,What are scientific leaders? The introduction of a normalized impact factor,2012,Puse,positive
BasePaper,2012_19_9,Investigación educacional en Iberoamérica: entre la invisibilidad y la medición,2012,Puse,neutral
BasePaper,2012_19_10,"An outcome evaluation of the national institutes of health (NIH) Director's pioneer award (NDPA) program, FY 2004–2006",2012,Puse,positive
BasePaper,2012_12_7,"The Garfield impact factor, one of the fundamental indicators in scientometrics",2012,Puse,negative
BasePaper,2012_10_7,Modifying h-index by allocating credit of multi-authored papers whose author names rank based on contribution,2012,Puse,positive
BasePaper,2012_46_8,In Pursuit of Performance Assessment in Higher Education: Between Rankings and Institutional Diversity,2012,Puse,positive
BasePaper,2012_11_6,Jazz discometrics–A network approach,2012,Puse,positive
BasePaper,2012_42_6,Playing hide and seek with the European Lower Palaeolithic. A critical re-evaluation of the spatial distribution of sites in Central and Eastern Europe,2012,Puse,positive
BasePaper,2012_49_3,Making Research Count,2012,Puse,positive
BasePaper,2012_20_3,On a possible decomposition of the h?index,2012,Puse,neutral
BasePaper,2012_15_3,Sub-field normalization in the multiplicative case: High-and low-impact citation indicators,2012,Puse,positive
BasePaper,2012_2_1,SciMAT: A new science mapping analysis software tool,2012,Puse,positive
BasePaper,2012_2_7,Four decades of health economics through a bibliometric lens,2012,Puse,positive
BasePaper,2012_10_5,Citation analysis of mental health nursing journals: how should we rank thee?,2012,Puse,neutral
BasePaper,2012_42_3,What do Experts Know About Ranking Journal Quality? A Comparison with ISI Research Impact in Finance,2012,Puse,positive
BasePaper,2012_1_3,Living with the h?index? Metric assemblages in the contemporary academy,2012,Puse,positive
BasePaper,2012_12_8,Pre-residency publication rate strongly predicts future academic radiology potential,2012,Puse,positive
BasePaper,2012_2_8,The possible role of resource requirements and academic career-choice risk on gender differences in publication rate and impact,2012,Puse,positive
BasePaper,2012_5_1,From forensics to forensic science,2012,Puse,positive
BasePaper,2012_18_2,Citation rates for experimental psychology articles published between 1950 and 2004: Top-cited articles in behavioral cognitive psychology,2012,Puse,negative
BasePaper,2012_17_9,Statistical inference on the h-index with an application to top-scientist performance,2012,Puse,positive
BasePaper,2012_17_5,Video digital libraries: contributive and decentralised,2012,Puse,positive
BasePaper,2012_52_3,RESEARCH OUTPUT NEW EVALUATION OF CHEMISTRY GROUP IN VALAHIA UNIVERSITY WITH THE USE OF VARIOUS BIBLIOMETRIC INDICATORS,2012,Puse,positive
BasePaper,2012_55_2,Access to Scientific Information: From Counting to Accountability,2012,Puse,positive
BasePaper,2012_49_5,epop: An eclipse-based extensible research evaluator,2012,Puse,neutral
BasePaper,2012_51_3,"Huibin Du, Linxue Wei, Marilyn",2012,Puse,positive
BasePaper,2012_25_3,Extended dynamic subgraph statistics using h-index parameterized data structures,2012,Puse,neutral
BasePaper,2012_34_6,Comparing engineering departments across institutions: Gathering publication impact data in a short timeframe,2012,Puse,positive
BasePaper,2012_13_5,The Hirsch index of a shifted Lotka function and its relation with the impact factor,2012,Puse,neutral
BasePaper,2012_23_2,Publication and patent analysis of European researchers in the field of production technology and manufacturing systems,2012,Puse,positive
BasePaper,2012_23_1,Citation index and impact factor,2012,Puse,positive
BasePaper,2012_9_1,A measure of total research impact independent of time and discipline,2012,Puse,positive
BasePaper,2012_20_6,The “Science of HRD Research” Reshaping HRD Research Through Scientometrics,2012,Puse,positive
BasePaper,2012_50_8,Research Performance Assessment Based on T-Indicator,2012,Puse,positive
BasePaper,2012_21_9,Identifying attractive research fields for new scientists,2012,Puse,neutral
BasePaper,2012_17_7,Evaluating journal performance metrics,2012,Puse,positive
BasePaper,2012_29_4,Evaluating individual researchers' performance,2012,Puse,negative
BasePaper,2012_22_5,Learning to diversify expert finding with subtopics,2012,Puse,positive
BasePaper,2012_10_3,Costa Rica Publications in the Science Citation Index Expanded:: A bibliometric analysis for 1981-2010,2012,Puse,negative
BasePaper,2012_12_5,Referencing patterns of individual researchers: Do top scientists rely on more extensive information sources?,2012,Puse,positive
BasePaper,2012_26_8,A decade of database conferences: a look inside the program committees,2012,Puse,positive
BasePaper,2012_19_1,Chapter 9 Assessing the impact of online academic videos,2012,Puse,negative
BasePaper,2012_41_7,From Risk Measures to Research Measures,2012,Puse,positive
BasePaper,2012_6_5,"Performance evaluation of research universities in Mainland China, Hong Kong and Taiwan: based on a two-dimensional approach",2012,Puse,positive
BasePaper,2012_29_1,"The H-index: what is it, how do we determine it, and how can we keep up with it",2012,Puse,positive
BasePaper,2012_16_5,Benchmarking citation measures among the Australian education professoriate,2012,Puse,positive
BasePaper,2012_47_5,The Clarion,2012,Puse,positive
BasePaper,2012_1_1,Business intelligence and analytics: From big data to big impact.,2012,Puse,positive
BasePaper,2012_28_9,Someone's loss might be your gain: A case of negative results publications in science,2012,Puse,neutral
BasePaper,2012_27_7,Analysis of academic research performance from publications in the field of Computer Science,2012,Puse,positive
BasePaper,2012_18_7,Mining Google Scholar Citations: An Exploratory Study,2012,Puse,neutral
BasePaper,2012_46_3,Editor's Report for Volume 27 (2010),2012,Puse,neutral
BasePaper,2012_5_10,The physics of spreading ideas,2012,Puse,positive
BasePaper,2012_8_5,Universality of performance indicators based on citation and reference counts,2012,Puse,neutral
BasePaper,2012_13_10,Proposal of square metrics for measuring business process model complexity,2012,Puse,positive
BasePaper,2012_12_4,Who should rank our journals… and based on what?,2012,Puse,positive
BasePaper,2012_49_2,Vascular Malformations of the Orofacial Region,2012,Puse,neutral
BasePaper,2012_25_5,SP-index: The measure of the scientific production of researchers,2012,Puse,positive
BasePaper,2012_17_4,A quantitative analysis of Arctic related articles in the humanities and social sciences appearing in the world core journals,2012,Puse,positive
BasePaper,2012_27_8,Square Complexity Metrics for Business Process Models.,2012,Puse,neutral
BasePaper,2012_4_5,Using the h-index to measure the quality of journals in the field of business and management,2012,Puse,positive
BasePaper,2012_13_8,Prevalence of mixed methods research in mathematics education,2012,Puse,positive
BasePaper,2012_18_10,"On hype, malpractice, and scientific misconduct in organic synthesis",2012,Puse,positive
BasePaper,2012_8_8,Three-feature model to reproduce the topology of citation networks and the effects from authors' visibility on their h-index,2012,Puse,positive
BasePaper,2012_4_6,A critical assessment of the h?index,2012,Puse,positive
BasePaper,2012_45_10,How good is your work? A New Conference Classification Approach for Judging the Quality of a Publication,2012,Puse,positive
BasePaper,2012_54_2,Impacto de Corto Plazo de Chilean Journal of Agricultural Research: Un Análisis Bibliométrico,2012,Puse,positive
BasePaper,2012_5_7,Size-dependent photodegradation of CdS particles deposited onto TiO2 mesoporous films by SILAR method,2012,Puse,positive
BasePaper,2012_7_6,Network model of knowledge diffusion,2012,Puse,positive
BasePaper,2012_46_7,On necessity of the Azerbaijan citation index (AzCI),2012,Puse,positive
BasePaper,2012_39_9,Re-ranking of high-impact AI journals based on h-index,2012,Puse,neutral
BasePaper,2012_4_3,Revisiting the scaling of citations for research assessment,2012,Puse,positive
BasePaper,2012_25_8,Scientific subject categories of Web of Knowledge ranked according to their multidimensional prestige of influential journals,2012,Puse,positive
BasePaper,2012_8_10,Impact factor as a metric to assess journals where OM research is published,2012,Puse,negative
BasePaper,2012_2_6,Global urbanization research from 1991 to 2009: A systematic research review,2012,Puse,positive
BasePaper,2012_33_4,Our first impact factor,2012,Puse,positive
BasePaper,2012_12_9,HistCite analysis of papers constituting the h index research front,2012,Puse,positive
BasePaper,2012_28_5,Sub-field normalization within the IEEE publication galaxy: a novel approach based on the link between journals and Technical Societies,2012,Puse,positive
BasePaper,2012_16_4,Sri Lanka in global medical research: a scientific analysis of the Sri Lankan research output during 2000-2009,2012,Puse,positive
BasePaper,2012_26_6,Dilemma of journal ranking: perplexity regarding research quality,2012,Puse,neutral
BasePaper,2012_46_10,SPRU Electronic Working Paper Number 198,2012,Puse,positive
BasePaper,2012_6_10,Comments on a critique of the Thomson Reuters journal impact factor,2012,Puse,positive
BasePaper,2012_14_4,The proximity of co-citation,2012,Puse,neutral
BasePaper,2012_27_5,A formal relation between the h-index of a set of articles and their I3 score,2012,Puse,neutral
BasePaper,2012_14_1,"Remarks on the paper by A. De Visscher,“what does the g?index really measure?”",2012,Puse,positive
BasePaper,2012_17_1,Stem cell and tissue engineering research in the Islamic Republic of Iran,2012,Puse,negative
BasePaper,2012_53_7,"How Should Journal Quality be Ranked? An Application to Agricultural, Energy, Environmental and Resource Economics",2012,Puse,positive
BasePaper,2012_19_3,"Characterizing the frequency of repeated citations: The effects of journal, subject area, and self-citation",2012,Puse,positive
BasePaper,2012_6_7,Scholarometer: A social framework for analyzing impact across disciplines,2012,Puse,positive
BasePaper,2012_15_10,Bibliometric analysis of CiteSeer data for countries,2012,Puse,neutral
BasePaper,2012_14_8,"Department of Veterans Affairs Geriatric Research, Education and Clinical Centers: translating aging research into clinical geriatrics",2012,Puse,positive
BasePaper,2012_48_4,A tapered diffusion impact indicator: A preliminary exploration on the journal level,2012,Puse,positive
BasePaper,2012_58_10,Pulmonale Hypertonie,2012,Puse,positive
BasePaper,2012_35_9,"The h b-index, a modified h-index designed to more fairly assess author achievement",2012,Puse,positive
BasePaper,2012_6_9,"Google Scholar Author Citation Tracker: is it too little, too late?",2012,Puse,positive
BasePaper,2012_8_4,Confidence intervals for the probability of superiority effect size measure and the area under a receiver operating characteristic curve,2012,Puse,neutral
BasePaper,2012_48_8,"Academic Research Journals in Medical Sociology, Medical Anthropology, and Contemporary Social Medicine: A Focus on Public and Global Health",2012,Puse,positive
BasePaper,2012_35_7,Characteristics of bibliometrics articles in library and information sciences (LIS) and other journals,2012,Puse,positive
BasePaper,2012_16_6,The evaluation of citation distributions,2012,Puse,positive
BasePaper,2012_52_2,What Data Sources and Bibliometric Indicators for Social Sciences? Some Results from a Case Study,2012,Puse,neutral
BasePaper,2012_34_10,Good news for the people who love bad news: an analysis of the funding of the top 1% most highly cited ecologists,2012,Puse,positive
BasePaper,2012_54_6,Ranking Journal Quality by Harmonic Mean of Ranks: An Application to ISI Statistics & Probability,2012,Puse,positive
BasePaper,2012_26_1,Does academic output correlate with better mortality rates in NHS trusts in England?,2012,Puse,positive
BasePaper,2012_41_5,Bibliographic analysis of papers and authors published in Tobacco Control 1998–September 2011,2012,Puse,positive
BasePaper,2012_62_1,The assessment of productivity in research in Physical Education: reflections on some limitations of bibliometric indicators,2012,Puse,positive
BasePaper,2012_12_3,New indexes for compound prioritization and complexity quantification on environmental monitoring inventories,2012,Puse,positive
BasePaper,2012_10_4,Ranking of research output of universities on the basis of the multidimensional prestige of influential fields: Spanish universities as a case of study,2012,Puse,positive
BasePaper,2012_9_2,Country comparisons of human stroke research since 2001,2012,Puse,positive
BasePaper,2012_7_4,Statistical analysis of the Hirsch Index,2012,Puse,positive
BasePaper,2012_34_3,Research in Business Process Management: A bibliometric analysis,2012,Puse,positive
BasePaper,2012_54_1,Journal of Informetrics,2012,Puse,positive
BasePaper,2012_50_5,A critical analysis and strategic framework for research in sport and exercise medicine at the University of the Free State,2012,Puse,positive
BasePaper,2012_55_4,Scholarly influence research (SIR): Augmenting ideational influence with social influence,2012,Puse,neutral
BasePaper,2012_46_2,Scienceography: the study of how science is written,2012,Puse,neutral
BasePaper,2012_20_4,"Identification and bibliometric characterization of research groups in the cardio-cerebrovascular field, Spain 1996-2004",2012,Puse,positive
BasePaper,2012_25_10,Metrics of scholarly impact,2012,Puse,positive
BasePaper,2012_47_7,KIER DISCUSSION PAPER SERIES,2012,Puse,positive
BasePaper,2012_22_6,Assessing international journal impact: the case of marketing,2012,Puse,neutral
BasePaper,2012_3_4,Quantifying the influence of scientists and their publications: distinguishing between prestige and popularity,2012,Puse,positive
BasePaper,2012_52_6,The Italian Reform of the academic recruitment system. An appraisal of ANVUR and CUN benchmarks for assessing candidates and commissioners,2012,Puse,neutral
BasePaper,2012_20_8,PAV: A novel model for ranking heterogeneous objects in bibliographic information networks,2012,Puse,negative
BasePaper,2012_13_3,Two h-index benchmarks for evaluating the publication performance of medical informatics researchers,2012,Puse,negative
BasePaper,2012_42_9,Topic Based Author Ranking with Full-Text Citation Analysis,2012,Puse,positive
BasePaper,2012_50_6,Confessions of a Dean,2012,Puse,positive
BasePaper,2012_10_9,Partition-based field normalization: An approach to highly specialized publication records,2012,Puse,negative
BasePaper,2012_53_6,2D Lee Claim Index: User Count Index for Quality & Finer H-Index for Quantity,2012,Puse,positive
BasePaper,2012_46_6,Research: Quantity vs quality vs impact (bronze vs silver vs gold),2012,Puse,positive
BasePaper,2012_3_8,Open evaluation: a vision for entirely transparent post-publication peer review and rating for science,2012,Puse,positive
BasePaper,2012_45_8,Academic Ranking with Web Mining and Axiomatic Analysis,2012,Puse,positive
BasePaper,2012_47_3,Quantitative assessment of scientific quality,2012,Puse,positive
BasePaper,2012_5_2,Identifying trustworthy experts: how do policymakers find and assess public health researchers worth consulting or collaborating with?,2012,Puse,positive
BasePaper,2012_29_2,Academic Research Performance and Intellectual Capital Measurement System: Evidence from Italian Universities,2012,Puse,neutral
BasePaper,2012_3_5,Citation-based metrics are appropriate tools in journal assessment provided that they are accurate and used in an informed way,2012,Puse,positive
BasePaper,2012_26_7,Intellectual influence: Quality versus quantity,2012,Puse,positive
BasePaper,2012_2_3,An integrated approach for main path analysis: Development of the Hirsch index as an example,2012,Puse,negative
BasePaper,2012_21_8,Visual exploration of collaboration networks based on graph degeneracy,2012,Puse,positive
BasePaper,2012_11_4,Designing next-generation platforms for evaluating scientific output: what scientists can learn from the social web,2012,Puse,positive
BasePaper,2012_35_6,Towards knowledge based impact metrics for open source research publications,2012,Puse,negative
BasePaper,2012_18_9,"Key Issue-Scientometrics, bibliometrics, altmetrics: some introductory advice for the lost and bemused",2012,Puse,positive
BasePaper,2012_6_3,Measuring scholarly impact using modern citation-based indices,2012,Puse,positive
BasePaper,2012_41_2,Topic-centric recommender systems for bibliographic datasets,2012,Puse,neutral
BasePaper,2012_10_10,"On the relationship between citations of publication output and Hirsch index h of authors: Conceptualization of tapered Hirsch index h T, circular citation area radius R  …",2012,Puse,neutral
BasePaper,2012_28_1,A two?dimensional approach to performance evaluation for a large number of research institutions,2012,Puse,neutral
