Source,Target,Title,Year,Rhetorics,
BasePaper,2015_6_4,The Altmetric Score: a new measure for article-level dissemination and impact,2015,Puse,positive
BasePaper,2015_32_10,"The"" Black-Box"" of Institutional Scores: Analyzing the Distribution of the Values of the H and G Indexes in Medicine Schools in Romania",2015,Puse,negative
BasePaper,2015_55_10,Performance and legitimation in political research,2015,Puse,neutral
BasePaper,2015_20_2,What drives the relevance and reputation of economics journals? An update from a survey among economists,2015,Puse,positive
BasePaper,2015_40_6,"Measurement of environmental external gamma radiation dose rate outside the dwellings of southern coastal Odisha, eastern India",2015,Puse,positive
BasePaper,2015_52_2,Innovations in Measuring Science and Scholarship,2015,Puse,positive
BasePaper,2015_21_4,Considering context in academic medicine: Differences in demographic and professional characteristics and in research productivity and advancement metrics across  …,2015,Puse,positive
BasePaper,2015_26_5,OR Forum—Tenure analytics: Models for predicting research impact,2015,Puse,positive
BasePaper,2015_26_6,S-index: towards better metrics for quantifying research impact,2015,Puse,positive
BasePaper,2015_14_8,Unraveling scientific impact: Citation types in marketing journals,2015,Puse,positive
BasePaper,2015_39_8,"Correlation analysis for comparison of the citation impact of journals, magazines, and conferences in computer science",2015,Puse,positive
BasePaper,2015_48_2,Scientific research measures,2015,Puse,positive
BasePaper,2015_45_6,Impact Aspirations of MIS Journals: An Ontological Analysis,2015,Puse,positive
BasePaper,2015_14_7,Social Computing for Impact Assessment of Social Change Projects,2015,Puse,positive
BasePaper,2015_11_4,Relationship between category size and journals' impact factor: Implications for emergency medicine journals and researchers,2015,Puse,neutral
BasePaper,2015_16_8,Gender differences in scholarly productivity within academic gynecologic oncology departments,2015,Puse,neutral
BasePaper,2015_60_7,Two geographic information system-linked bibliometric indices to quantify the knowledge flow: A case of Qinghai-Tibet plateau research,2015,Puse,positive
BasePaper,2015_20_8,Scientometric mapping of research on 'Big Data',2015,Puse,positive
BasePaper,2015_3_7,Way forward for alternative energy research: A bibliometric analysis during 1994–2013,2015,Puse,positive
BasePaper,2015_60_2,Finding Implicit Citations in Scientific Publications: Improvements to Citation Context Detection Methods,2015,Puse,positive
BasePaper,2015_44_3,Citation network based framework for ranking academic Publications and venues,2015,Puse,positive
BasePaper,2015_9_10,Quality versus quantity in scientific impact,2015,Puse,positive
BasePaper,2015_43_7,X-centage: a Hirsch-inspired indicator for distributions of percentage-valued variables and its use for measuring heterodisciplinarity,2015,Puse,positive
BasePaper,2015_50_4,A Python Based Regression Script to Evaluate Dependency of H-Index of Journals on Various Citation Parameters,2015,Puse,positive
BasePaper,2015_33_7,Editorial: A lasting impact,2015,Puse,negative
BasePaper,2015_4_1,Scholarly Productivity and National Institutes of Health Funding of Foundation for Anesthesia Education and Research Grant RecipientsInsights from a  …,2015,Puse,neutral
BasePaper,2015_53_5,The Characteristic Analysis of Researches Network for Journal of Korean Neuropsychiatric Association,2015,Puse,positive
BasePaper,2015_32_6,Research on Tribology in Southeastern Europe: A Bibliometric Study,2015,Puse,positive
BasePaper,2015_56_4,UNESCO SCIENCE REPORT,2015,Puse,neutral
BasePaper,2015_5_3,A flexible bibliometric approach for the assessment of professorial appointments,2015,Puse,positive
BasePaper,2015_53_3,Bibliometric author evaluation through linear regression on the coauthor network,2015,Puse,negative
BasePaper,2015_41_6,A theoretical model of scientific impact based on citations,2015,Puse,neutral
BasePaper,2015_7_8,Poorly Cited Articles in Peer-Reviewed Cardiovascular Journals from 1997-2007: Analysis of 5-Year Citation Rates,2015,Puse,positive
BasePaper,2015_24_7,Unravelling the performance of individual scholars: Use of Canonical Biplot analysis to explore the performance of scientists by academic rank and scientific field,2015,Puse,positive
BasePaper,2015_9_6,Academic productivity and contributions to the literature among spine surgery fellowship faculty,2015,Puse,positive
BasePaper,2015_45_7,A bibliometric analysis of lab-on-a-chip research from 2001 to 2013,2015,Puse,positive
BasePaper,2015_24_6,Average evaluation intensity: A quality-oriented indicator for the evaluation of research performance,2015,Puse,positive
BasePaper,2015_45_1,"Authorship, patents, citations, acknowledgments, tweets, reader counts and the multifaceted reward system of science",2015,Puse,positive
BasePaper,2015_6_3,The bibliometric analysis of scholarly production: How great is the impact?,2015,Puse,positive
BasePaper,2015_52_5,Bibliometric Study of the Literature on Ebola Virus Research,2015,Puse,positive
BasePaper,2015_46_5,Evaluating popularity data for relevance ranking in library information systems,2015,Puse,positive
BasePaper,2015_50_7,Ideologies of Supreme Court Justices: Quantitative Thematic Analysis of Multiple Opinions of “Bush v. Gore 2000”,2015,Puse,positive
BasePaper,2015_10_7,Prioritising infectious disease mapping,2015,Puse,positive
BasePaper,2015_5_4,"Past, current and future of biomass energy research: A bibliometric analysis",2015,Puse,positive
BasePaper,2015_41_3,"Unveiling the Co-Word Structures Among Mobile Computing, Mobile Commerce and Mobile Application Research: a Science Mapping Analysis",2015,Puse,neutral
BasePaper,2015_12_3,Anatomy of scientific evolution,2015,Puse,neutral
BasePaper,2015_9_3,A bibliometric analysis of the Turkish software engineering research community,2015,Puse,positive
BasePaper,2015_31_4,On a formula for the h-index,2015,Puse,positive
BasePaper,2015_41_8,Involvement and productivity of research and development workers: A case study of a publicly-funded research laboratory,2015,Puse,positive
BasePaper,2015_55_1,Article and Author Level Measurements,2015,Puse,positive
BasePaper,2015_50_1,Cheminformatics Research at the Unilever Centre for Molecular Science Informatics Cambridge,2015,Puse,positive
BasePaper,2015_40_7,"Research, publication and their relevance",2015,Puse,positive
BasePaper,2015_5_6,Research productivity in top-ranked schools in psychology and social work: Does having a research culture matter?,2015,Puse,positive
BasePaper,2015_12_7,Use case oriented medical visual information retrieval & system evaluation,2015,Puse,positive
BasePaper,2015_45_2,BIBLIOMETRIC ANALYSIS OF THE JOURNAL OF LAW AND SOCIETY: A THIRTY ONE YEAR'S STUDY FROM 1982-2012,2015,Puse,positive
BasePaper,2015_2_5,A bibliometric overview of the Journal of Business Research between 1973 and 2014,2015,Puse,positive
BasePaper,2015_59_9,Measuring the Performance of Research Organizations,2015,Puse,positive
BasePaper,2015_3_4,"The use of bibliometrics for assessing research: possibilities, limitations and adverse effects",2015,Puse,negative
BasePaper,2015_56_5,Health Services and Outcomes Research,2015,Puse,positive
BasePaper,2015_33_5,The Pareto Principle Is Everywhere: Finding Informative Sentences for Opinion Summarization Through Leader Detection,2015,Puse,negative
BasePaper,2015_60_4,Assessing the Validity of Business and Management Journals Ranking List: An Alternative Approach for Determining Journal Quality,2015,Puse,positive
BasePaper,2015_17_8,Scientific research of senior Italian academics of occupational medicine: a citation analysis of products published during the decade 2001–2010,2015,Puse,positive
BasePaper,2015_33_3,Toxicological Sciences: Measuring the true impact of the journal,2015,Puse,negative
BasePaper,2015_3_2,"A comparison of 17 author-level bibliometric indicators for researchers in Astronomy, Environmental Science, Philosophy and Public Health in Web of Science and  …",2015,Puse,positive
BasePaper,2015_29_5,Procedures vs. Incentives: The Case of the University Promotion System in Italy,2015,Puse,positive
BasePaper,2015_53_7,Exploiting heterogeneous scientific literature networks to combat ranking bias: Evidence from the computational linguistics area,2015,Puse,negative
BasePaper,2015_57_6,DYNAMIC CAPABILITIES AND ORGANIZATIONAL STRATEGY: A Panorama about the Studies on This Subject in Two Decades (1995–2014),2015,Puse,neutral
BasePaper,2015_25_9,Ranking scientific journals via latent class models for polytomous item response data,2015,Puse,positive
BasePaper,2015_58_7,Technological change as evolving citation networks: The analysis of proton exchange membrane fuel cell,2015,Puse,neutral
BasePaper,2015_6_10,The power of repetition: repetitive lyrics in a song increase processing fluency and drive market success,2015,Puse,neutral
BasePaper,2015_32_1,The most-cited articles of the 21 st century,2015,Puse,positive
BasePaper,2015_61_2,The Assessment of the EPQ Parameter for Detecting H-Index Manipulation and the Analysis of Scientific Publications,2015,Puse,positive
BasePaper,2015_24_8,Quantitative and qualitative STS: The intellectual and practical contributions of scientometrics,2015,Puse,positive
BasePaper,2015_24_5,A Bibliometric Study on Growth of Research in an Indian Medical College,2015,Puse,positive
BasePaper,2015_31_9,A Model for Publication and Citation Statistics of Individual Authors.,2015,Puse,positive
BasePaper,2015_13_6,A quantitative examination of the intellectual profile and evolution of information security from 1965 to 2015,2015,Puse,positive
BasePaper,2015_1_3,A review of theory and practice in scientometrics,2015,Puse,positive
BasePaper,2015_54_3,Current Position and Future Milestones of Research in the Field of Anesthesiology in Iran,2015,Puse,positive
BasePaper,2015_21_10,Defining the role of cognitive distance in the peer review process with an explorative study of a grant scheme in infection biology,2015,Puse,neutral
BasePaper,2015_4_6,Analyzing the scientific evolution of social work using science mapping,2015,Puse,positive
BasePaper,2015_58_3,Building the evidence for social work practice,2015,Puse,positive
BasePaper,2015_26_7,Analytic hierarchy process and supply chain management: A bibliometric study,2015,Puse,positive
BasePaper,2015_25_10,How to conduct a multi-item research assessment in bibliometric studies? Theoretical support and empirical evidence,2015,Puse,positive
BasePaper,2015_55_9,Coherence analysis of research and education using topic modeling,2015,Puse,neutral
BasePaper,2015_20_4,"Academic impact rankings of neurosurgical units in the UK and Ireland, as assessed with the h-index",2015,Puse,positive
BasePaper,2015_32_5,"Influential Global Perspectives on Accounting Education articles, authors, and university faculties: A citation analysis",2015,Puse,positive
BasePaper,2015_46_7,Research productivity of agricultural scientists: Evidences from high performing and low performing institutes,2015,Puse,positive
BasePaper,2015_44_10,"A citation-based, author-and age-normalized, logarithmic index for evaluation of individual researchers independently of publication counts",2015,Puse,negative
BasePaper,2015_43_4,Co-authorship and the Measurement of Individual Productivity,2015,Puse,positive
BasePaper,2015_35_6,The use of fuzzy relations in the assessment of information resources producers' performance,2015,Puse,positive
BasePaper,2015_6_9,Scientific publications from Arab world in leading journals of Integrative and Complementary Medicine: a bibliometric analysis,2015,Puse,positive
BasePaper,2015_25_2,Leading universities in Latin America in business and management research,2015,Puse,neutral
BasePaper,2015_51_6,An aggregated index for assessment of the scientific output of researchers,2015,Puse,positive
BasePaper,2015_39_9,Conferences vs. journals in computer science,2015,Puse,positive
BasePaper,2015_60_6,"Impact of Public Funding on the Development of Nanotechnology: A Comparison of Quebec, Canada and the US",2015,Puse,positive
BasePaper,2015_51_8,"Sentiment, Polarity and Function Analysis in Bibliometrics: A Review",2015,Puse,positive
BasePaper,2015_16_2,Restricting the h-index to a publication and citation time window: A case study of a timed Hirsch index,2015,Puse,neutral
BasePaper,2015_4_9,"Scientific research related to calcium channel blockers poisoning: Bibliometric analysis in Scopus, 1968–2012",2015,Puse,positive
BasePaper,2015_35_7,Impact factor: what is it and is it still relevant?,2015,Puse,positive
BasePaper,2015_13_3,Multi-criteria group individual research output evaluation based on context-free grammar judgments with assessing attitude,2015,Puse,positive
BasePaper,2015_59_2,Academic Performance of Professors in Economic Field. Comparative Study by Romania Regions,2015,Puse,neutral
BasePaper,2015_60_1,Knowledge Communication Analysis Based on Clustering and Association Rules Mining,2015,Puse,positive
BasePaper,2015_52_3,"Helping Top Talent to Thrive: The Significance of Relational Capacity, Teamwork and Organizational Support",2015,Puse,positive
BasePaper,2015_17_9,Making science: New generations of collaborative knowledge production,2015,Puse,negative
BasePaper,2015_39_7,Research status and trend analysis of global biomedical text mining studies in recent 10 years,2015,Puse,neutral
BasePaper,2015_32_3,Ranking computer science conferences using self-organizing maps with dynamic node splitting,2015,Puse,positive
BasePaper,2015_53_4,A Framework for Big Data Analytics as a Scalable Systems,2015,Puse,neutral
BasePaper,2015_42_1,The Association of the H-Index and Academic Rank Among Full-Time Academic Hand Surgeons Affiliated With Fellowship Programs,2015,Puse,positive
BasePaper,2015_10_1,Quality assessment of Wikipedia articles using h-index,2015,Puse,negative
BasePaper,2015_22_8,Evolution of a Ranking Algorithm for Scientific Documents in the Computer Science Area,2015,Puse,positive
BasePaper,2015_43_5,Predicting citation counts of papers,2015,Puse,positive
BasePaper,2015_48_9,A new ranking scheme for the institutional scientific performance,2015,Puse,positive
BasePaper,2015_34_9,"The cock, the Academy, and the best scientific journal in the world",2015,Puse,positive
BasePaper,2015_5_5,The association of the H-index and academic rank among full-time academic hand surgeons affiliated with fellowship programs,2015,Puse,neutral
BasePaper,2015_66_2,H,2015,Puse,neutral
BasePaper,2015_8_10,"Data Fusion: Theory, Methods, and Applications",2015,Puse,positive
BasePaper,2015_61_3,A comparative study of Ocean Engineering research between China and the world,2015,Puse,neutral
BasePaper,2015_17_3,A bibliometric analysis of scholarly work in leading tourism and hospitality journals: the case of Turkey,2015,Puse,positive
BasePaper,2015_11_9,Current dynamics of scholarly publishing,2015,Puse,negative
BasePaper,2015_27_1,The distribution of the asymptotic number of citations to sets of publications by a researcher or from an academic department are consistent with a discrete  …,2015,Puse,positive
BasePaper,2015_31_6,How ICT will Influence Public Administration as a Scholarly Discipline,2015,Puse,negative
BasePaper,2015_42_3,Funding shapes the anatomy of scientific research,2015,Puse,neutral
BasePaper,2015_54_5,Evaluation of h-and g-indices of Scientific Authors using Modified K-Means Clustering Algorithm,2015,Puse,positive
BasePaper,2015_19_1,The answer is not 42,2015,Puse,positive
BasePaper,2015_33_2,Citation indices: Measuring the'impact'of published work,2015,Puse,positive
BasePaper,2015_30_1,Moving beyond counting publications to assess impact,2015,Puse,positive
BasePaper,2015_57_10,MODEL AND INDIVIDUAL QUALITY METRICS OF SCIENTIFIC PUBLICATIONS,2015,Puse,positive
BasePaper,2015_16_3,Motivation and research productivity in a university system undergoing transition,2015,Puse,neutral
BasePaper,2015_4_8,Economics in Latin America: a bibliometric analysis,2015,Puse,positive
BasePaper,2015_43_3,On house renovation and coauthoring: tricks of the trade to boost your h-index,2015,Puse,positive
BasePaper,2015_35_3,A comprehensive analysis of the first ten editions of the WEBIST conference,2015,Puse,positive
BasePaper,2015_4_4,"A generalized view of self-citation: Direct, co-author, collaborative, and coercive induced self-citation",2015,Puse,positive
BasePaper,2015_48_1,Using scientific indices to evaluate the journal quality,2015,Puse,positive
BasePaper,2015_33_6,Analysis of academic productivity based on Complex Networks,2015,Puse,positive
BasePaper,2015_57_9,Scientific production and bibliometric impact of a representative group of Spanish internists with established research careers,2015,Puse,positive
BasePaper,2015_56_8,SEVERAL CHARACTERISTICS OF EXISTING AUTOMATED SYSTEMS ACCORDING TO SURVEY OF RUSSIAN SCIENTISTS PUBLISHING ACTIVITY,2015,Puse,neutral
BasePaper,2015_2_2,"Increasing disparities between resource inputs and outcomes, as measured by certain health deliverables, in biomedical research",2015,Puse,neutral
BasePaper,2015_11_10,"Understanding the scientific enterprise: citation analysis, data and modeling",2015,Puse,positive
BasePaper,2015_46_8,Finding seminal scientific publications with graph mining,2015,Puse,neutral
BasePaper,2015_51_2,Expert Witness Testimony in Ophthalmology Malpractice Litigation,2015,Puse,positive
BasePaper,2015_59_10,Representation of Ordinal Preferences over Infinite Products,2015,Puse,positive
BasePaper,2015_19_6,SCIENTOMETRIC ANALYSIS OF IEEE TRANSACTIONS ON POWER ELECTRONICS,2015,Puse,negative
BasePaper,2015_16_1,Impact-oriented science policies and scientific publication practices: The case of life sciences in Japan,2015,Puse,positive
BasePaper,2015_34_7,Bibliometric analysis of research on microcystins in China and worldwide from 1991 to 2011,2015,Puse,positive
BasePaper,2015_1_8,Measuring academic influence: Not all citations are equal,2015,Puse,negative
BasePaper,2015_32_7,t factor: A metric for measuring impact on Twitter,2015,Puse,positive
BasePaper,2015_31_2,Worldwide research productivity in emergency contraception: a bibliometric analysis,2015,Puse,neutral
BasePaper,2015_60_5,Density equalizing mapping of the global tuberculosis research architecture,2015,Puse,positive
BasePaper,2015_28_9,“Platinum H”: Refining the H-Index to More Realistically Assess Career Trajectory and Scientific Publications,2015,Puse,positive
BasePaper,2015_13_9,The missing metric: quantifying contributions of reviewers,2015,Puse,positive
BasePaper,2015_14_1,Leadership in learning and teaching in higher education: Perspectives of academics in non-formal leadership roles,2015,Puse,positive
BasePaper,2015_17_6,Citation impact scores of top African American scholars in social work schools: The story behind the data,2015,Puse,neutral
BasePaper,2015_61_1,Does Quantity Make a Difference? The importance of publishing many papers,2015,Puse,positive
BasePaper,2015_18_4,Ranking Romanian academic departments in three fields of study using the g-index,2015,Puse,negative
BasePaper,2015_8_6,The role of academic collaboration in the impact of Latin-American research on management,2015,Puse,neutral
BasePaper,2015_35_9,Constructing conceptual trajectory maps to trace the development of research fields,2015,Puse,positive
BasePaper,2015_34_6,"Natural Language Processing, Article Content & Bibliometrics: Predicting High Impact Science",2015,Puse,positive
BasePaper,2015_1_2,Defining and identifying Sleeping Beauties in science,2015,Puse,negative
BasePaper,2015_10_5,Do Nobel laureates create prize-winning networks? An analysis of collaborative research in physiology or medicine,2015,Puse,positive
BasePaper,2015_58_4,Development of a Work Style Compass and Predicting Research Productivity of Agricultural Scientists,2015,Puse,positive
BasePaper,2015_15_5,"Knowledge network centrality, formal rank and research performance: evidence for curvilinear and interaction effects",2015,Puse,positive
BasePaper,2015_52_7,Study on Scientific Production in Strategic Management Period 1980-2014,2015,Puse,positive
BasePaper,2015_32_4,A comparison between the g?index and the h?index based on concentration,2015,Puse,positive
BasePaper,2015_14_9,Digital repository of associations between environmental variables: a new resource to facilitate knowledge synthesis,2015,Puse,positive
BasePaper,2015_1_4,An overview of fuzzy research with bibliometric indicators,2015,Puse,positive
BasePaper,2015_2_7,A relational altmetric? Network centrality on ResearchGate as an indicator of scientific impact,2015,Puse,positive
BasePaper,2015_26_2,An increasing citation black hole in ecology and evolution,2015,Puse,positive
BasePaper,2015_48_3,Editorial: Measuring the Impact of the Child and Adolescent Social Work Journal,2015,Puse,positive
BasePaper,2015_16_9,Genetic algorithms and Gaussian Bayesian networks to uncover the predictive core set of bibliometric indices,2015,Puse,positive
BasePaper,2015_12_4,Impact of fellowship training on research productivity in academic ophthalmology,2015,Puse,positive
BasePaper,2015_56_3,"* University of Kentucky Mental Health Research Center at Eastern State Hospital, Lexington, KY, and Psychiatry and Neurosciences Research Group (CTS- …",2015,Puse,positive
BasePaper,2015_30_10,Neophilia ranking of scientific journals,2015,Puse,neutral
BasePaper,2015_54_8,An overview of fuzzy research with bibliometric indicators,2015,Puse,positive
BasePaper,2015_11_8,Analysis of quantitative and qualitative indicators of SEE countries scientific output,2015,Puse,neutral
BasePaper,2015_46_3,Examining The Impact Of Supply Chain Integration On Organization Structure And Operational Performance in Oil and Gas Supply Chains: A Contingency Approach,2015,Puse,neutral
BasePaper,2015_53_1,Ecosystem Services: Mapping of Publication Activities and Trends for Sweden and other Countries,2015,Puse,positive
BasePaper,2015_57_7,IMPACT ASPIRATIONS OF MIS JOURNALS: AN ONTOLOGICAL ANALYSIS,2015,Puse,positive
BasePaper,2015_56_1,Enriching the Toxicology Experience through Twitter,2015,Puse,positive
BasePaper,2015_26_9,"Personal Learning with Social Media: Reputation, Privacy and Identity Perspectives",2015,Puse,positive
BasePaper,2015_45_4,The Evaluation of Web Contents by User 'Likes' Count,2015,Puse,positive
BasePaper,2015_61_4,Use Case Oriented Medical Visual Information Retrieval & System Evaluation,2015,Puse,positive
BasePaper,2015_55_2,Centrality for graphs with numerical attributes,2015,Puse,positive
BasePaper,2015_59_5,The effect of co-inventors' reputation and network ties on the diffusion of scientific and technical knowledge from academia to industry in South Africa,2015,Puse,positive
BasePaper,2015_41_4,Computational Analysis of Collective Intelligence in Conversational Text,2015,Puse,neutral
BasePaper,2015_59_3,Early Detection and Forecasting of Research Trends,2015,Puse,negative
BasePaper,2015_29_9,Citation sentiment analysis in clinical trial papers,2015,Puse,positive
BasePaper,2015_10_3,Density equalizing mapping of the global tuberculosis research architecture,2015,Puse,neutral
