Source,Target,Title,Year,Rhetorics,
BasePaper,2008_25_1,"The h-index, a publication citation measurement",2008,Puse,positive
BasePaper,2008_12_2,The DCI index: Discounted cumulated impact?based research evaluation,2008,Puse,positive
BasePaper,2008_12_1,National research contributions: A case study on Finnish biomedical research,2008,Puse,positive
BasePaper,2008_18_3,The effect of scholarly communication practices on engagement with open access: An Australian study of three disciplines,2008,Puse,positive
BasePaper,2008_8_8,Quantitative trends in sponge ecology research,2008,Puse,positive
BasePaper,2008_20_9,visualizing & exploring networks using semantic substrates,2008,Puse,positive
BasePaper,2008_4_2,Is g-index better than h-index? An exploratory study at the individual level,2008,Puse,positive
BasePaper,2008_9_10,The influence of transformations on the h?index and the g?index,2008,Puse,neutral
BasePaper,2008_8_7,H-index in the Brazilian Academy of Sciences: comments and concerns,2008,Puse,positive
BasePaper,2008_22_8,Should crop scientists consider a journal's impact factor in deciding where to publish?,2008,Puse,neutral
BasePaper,2008_18_10,Assessing scholarly influence: Proposing new metrics,2008,Puse,positive
BasePaper,2008_3_9,The h-index and self-citations,2008,Puse,positive
BasePaper,2008_1_8,The citation advantage of open?access articles,2008,Puse,neutral
BasePaper,2008_5_1,Is multidisciplinary research more highly cited? A macrolevel study,2008,Puse,positive
BasePaper,2008_15_3,The h-index of a conglomerate,2008,Puse,positive
BasePaper,2008_20_1,A scientometric analysis of recent aerospace research,2008,Puse,positive
BasePaper,2008_11_7,A fuzzy-enhanced multicriteria decision analysis model for evaluating university Academics' research output,2008,Puse,positive
BasePaper,2008_10_5,Random drift versus selection in academic vocabulary: An evolutionary analysis of published keywords,2008,Puse,neutral
BasePaper,2008_8_6,The relationship between citations and number of downloads in Decision Support Systems,2008,Puse,positive
BasePaper,2008_25_6,Reaching the Problems that Traditional OR/MS Methods Cannot Reach,2008,Puse,positive
BasePaper,2008_3_6,Open access scientometrics and the UK Research Assessment Exercise,2008,Puse,positive
BasePaper,2008_13_2,"On Hirsch'sh, Egghe'sg and Kosmulski'sh (2)",2008,Puse,positive
BasePaper,2008_22_6,Using citation analysis methods to assess the influence of STEM education evaluation,2008,Puse,negative
BasePaper,2008_25_8,"Quantitative analysis of indexed publications on seventeen model organisms in nine countries, from 1974 to 2006",2008,Puse,neutral
BasePaper,2008_9_8,Hirsch-type indices for characterizing networks,2008,Puse,positive
BasePaper,2008_2_1,"Citation counting, citation ranking, and h?index of human?computer interaction researchers: a comparison of Scopus and Web of Science",2008,Puse,neutral
BasePaper,2008_25_3,Decomposition of terminology graphs for domain knowledge acquisition,2008,Puse,positive
BasePaper,2008_14_3,H?index and impact factors: assessing the clinical impact of researchers and specialist journals,2008,Puse,positive
BasePaper,2008_15_9,Journals as constituents of scientific discourse: economic heterodoxy,2008,Puse,negative
BasePaper,2008_22_9,Social communities detection in Enron corpus using h-Index,2008,Puse,negative
BasePaper,2008_7_5,Testing bibliometric indicators by their prediction of scientists promotions,2008,Puse,negative
BasePaper,2008_4_8,"The most highly cited Library and Information Science articles: Interdisciplinarity, first authors and citation patterns",2008,Puse,positive
BasePaper,2008_23_4,Use of Hirsch Index for Measuring the Impact of IS Academic Research and Journals,2008,Puse,positive
BasePaper,2008_5_9,Revisiting h measured on UK LIS and IR academics,2008,Puse,positive
BasePaper,2008_10_2,"Journal impact factors, h indices, and citation analyses in toxicology",2008,Puse,positive
BasePaper,2008_9_3,Institutional h-index: The performance of a new metric in the evaluation of Brazilian Psychiatric Post-graduation Programs,2008,Puse,positive
BasePaper,2008_24_8,Unfolding the full potential of h-index for bibliographic ranking,2008,Puse,positive
BasePaper,2008_3_10,Generalizing the h-and g-indices,2008,Puse,positive
BasePaper,2008_15_6,The Hirsch family of bibliometric indices as an improved measure of IS academic journal impact,2008,Puse,positive
BasePaper,2008_4_10,An axiomatic analysis of Egghe's g-index,2008,Puse,positive
BasePaper,2008_7_3,Comparison of scientists of the Brazilian Academy of Sciences and of the National Academy of Sciences of the USA on the basis of the h-index,2008,Puse,positive
BasePaper,2008_15_8,Scientific research in Bangladesh and a comparison with India and Pakistan,2008,Puse,positive
BasePaper,2008_3_5,An h-index weighted by citation impact,2008,Puse,positive
BasePaper,2008_26_1,Evaluating the quality of radiology research: what are the rules of the game?,2008,Puse,positive
BasePaper,2008_2_4,A new methodology for ranking scientific institutions,2008,Puse,neutral
BasePaper,2008_7_7,On some new bibliometric applications of statistics related to the h-index,2008,Puse,neutral
BasePaper,2008_1_1,Google Scholar as a new source for citation analysis,2008,Puse,positive
BasePaper,2008_1_4,Are there better indices for evaluation purposes than the h index? A comparison of nine different variants of the h index using data from biomedicine,2008,Puse,neutral
BasePaper,2008_6_2,"“Publish or Perish” as citation metrics used to analyze scientific output in the humanities: International case studies in economics, geography, social sciences,  …",2008,Puse,positive
BasePaper,2008_9_9,Statistical search on the Semantic Web,2008,Puse,negative
BasePaper,2008_10_7,Examples of simple transformations of the h-index: Qualitative and quantitative conclusions and consequences for other indices,2008,Puse,positive
BasePaper,2008_7_4,Measuring co-authorship and networking-adjusted scientific impact,2008,Puse,positive
BasePaper,2008_8_3,The w-index: A significant improvement of the h-index,2008,Puse,positive
BasePaper,2008_4_1,Validating research performance metrics against peer rankings,2008,Puse,positive
BasePaper,2008_6_10,The pros and cons of computing the h-index using Web of Science,2008,Puse,negative
BasePaper,2008_10_3,"Woeginger's axiomatisation of the h-index and its relation to the g-index, the h (2)-index and the R 2-index",2008,Puse,positive
BasePaper,2008_10_4,Emerging alternatives to the impact factor,2008,Puse,positive
BasePaper,2008_2_7,Effectiveness of journal ranking schemes as a tool for locating information,2008,Puse,positive
BasePaper,2008_8_1,"Challenges for scientometric indicators: data demining, knowledge-flow measurements and diversity issues",2008,Puse,positive
BasePaper,2008_13_8,Anaesthetic research in the United Kingdom: publishing or perishing?,2008,Puse,neutral
BasePaper,2008_9_7,The multi-dimensionality of journal impact,2008,Puse,neutral
BasePaper,2008_14_1,How long should an astronomical paper be to increase its Impact?,2008,Puse,negative
BasePaper,2008_15_10,The influence of merging on h-type indices,2008,Puse,positive
BasePaper,2008_1_7,Caveats for the use of citation indicators in research and journal evaluations,2008,Puse,positive
BasePaper,2008_11_10,Impact factor: time to move on,2008,Puse,positive
BasePaper,2008_8_10,A symmetry axiom for scientific impact indices,2008,Puse,neutral
BasePaper,2008_21_3,Acimed en Scholar Google: un análisis de citas de la Revista Cubana de los Profesionales de la Información y la Comunicación en la Salud,2008,Puse,neutral
BasePaper,2008_23_5,Mining social documents and networks,2008,Puse,positive
BasePaper,2008_13_4,Comparing the Google Scholar h-index with the ISI journal impact factor,2008,Puse,positive
BasePaper,2008_6_1,The plausibility of computing the h-index of scholarly productivity and impact using reference-enhanced databases,2008,Puse,positive
BasePaper,2008_21_6,"Ranking journals, conferences and authors in computer graphics: a fuzzy reasoning",2008,Puse,positive
BasePaper,2008_1_2,Universality of citation distributions: Toward an objective measure of scientific impact,2008,Puse,neutral
BasePaper,2008_4_7,"A rational, successive g-index applied to economics departments in Ireland",2008,Puse,positive
BasePaper,2008_8_4,"Factors and indices are one thing, deciding who is scholarly, why they are scholarly, and the relative value of their scholarship is something else entirely",2008,Puse,positive
BasePaper,2008_14_7,Garfield's demon and “surprising” or “unexpected” results in science,2008,Puse,neutral
BasePaper,2008_11_7_co2,A fuzzy-enhanced multicriteria decision analysis model for evaluating university Academics' research output,2008,neutral,neutral
BasePaper,2008_10_5_co1,"Effectiveness of journal
ranking schemes as a tool for locating information",2008,neutral,neutral
BasePaper,2008_11_7_co1,Factor analysis of the effects of academic staff profile on the investment portfolio of a University,2008,neutral,neutral
BasePaper,2008_11_7_co4,Measurement of output from university research: A case study,2008,neutral,neutral
BasePaper,2008_23_5_co1,Measures and mismeasures of scientific quality,2008,neutral,neutral
BasePaper,2008_11_7_co3,"Data envelopment analysis-DEA and fuzzy sets to assess the performance of academic departments: a case study at Federal University of Santa Catarina-UFSC
",2008,neutral,neutral
2008_10_5_co1,2008_2_7,,2008,,
2008_11_7_co2,2008_11_7_co4,,2008,,
2008_3_6,2008_4_1,,2008,,
2008_7_7,2008_9_7,,2008,,
